BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201707,28,2023,201707,29,0,117398,715858,PENNSYLVANIA,42,2017,July,Flash Flood,C,3,ALLEGHENY,PBZ,28-JUL-17 20:23:00,EST-5,29-JUL-17 00:00:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,2,SSE,OPTION,2,SE,OPTION,40.409,-79.9624,40.4107,-79.9546,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",Local 911 reported Becks Run Rd closed at Carson St due to flooding.,CSV
201707,29,218,201707,29,230,117398,717118,PENNSYLVANIA,42,2017,July,Flash Flood,C,59,GREENE,PBZ,29-JUL-17 02:18:00,EST-5,29-JUL-17 02:30:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,2,ENE,KIRBY,0,E,KIRBY,39.8066,-80.0836,39.7999,-80.1144,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",State official reported that Kirby Road was flooded just west of State Route 19.,CSV
201707,29,220,201707,29,230,117398,717119,PENNSYLVANIA,42,2017,July,Flash Flood,C,59,GREENE,PBZ,29-JUL-17 02:20:00,EST-5,29-JUL-17 02:30:00,0,0,0,0,0.00K,0.00K,Social Media,,,Heavy Rain,,,,,,,,,1,NW,NEW FREEPORT,1,NNE,NEW FREEPORT,39.7632,-80.4507,39.7677,-80.4234,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",Social media reported two feet of water coming into a residence. One quarter acre of backyard completely underwater from nearby creek.,CSV
201707,29,221,201707,29,230,117398,717120,PENNSYLVANIA,42,2017,July,Flash Flood,C,59,GREENE,PBZ,29-JUL-17 02:21:00,EST-5,29-JUL-17 02:30:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,1,NW,NEWTOWN,0,N,NEWTOWN,39.76,-79.98,39.7555,-79.9693,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",State official reported that State Route 2012 was flooded.,CSV
201706,17,1827,201706,17,1827,116489,700564,IOWA,19,2017,June,Thunderstorm Wind,C,177,VAN BUREN,DVN,17-JUN-17 18:27:00,CST-6,17-JUN-17 18:27:00,0,0,0,0,0.00K,0.00K,Public,56.00,EG,,,,,,,,,,2,ENE,UTICA,2,ENE,UTICA,40.81,-91.89,40.81,-91.89,"Supercell thunderstorms developed in Iowa, near Muscatine County the afternoon of June 17th.  They produced large hail, heavy rain, and very high winds which caused damage to trees and some structures. As the storms moved into Illinois, they increased in number, and produced a few more areas of damage.","A large tree was down, blocking a driveway.",CSV
201706,28,1826,201706,28,1826,116500,700616,IOWA,19,2017,June,Tornado,C,11,BENTON,DVN,28-JUN-17 18:26:00,CST-6,28-JUN-17 18:26:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EF0,0.02,10,,,,,2,ESE,VINTON,2,ESE,VINTON,42.1535,-91.9884,42.1535,-91.9884,"Low pressure moving along a cold front helped produce supercell thunderstorms with large hail, damaging winds, and tornadoes over much of Iowa the afternoon and evening of June 28th, 2017. This event produced two EF2 tornadoes between Cedar Rapids and Dubuque, Iowa, and a few other weak tornadoes in eastern Iowa.",A brief touchdown of an EF0 tornado that was seen on a citizen's video was confirmed by a location of isolated damage of two trees and an adjacent corner of a metal outbuilding's roof where a single panel was blown off.,CSV
201707,22,121,201707,22,421,119111,716163,IOWA,19,2017,July,Flash Flood,C,55,DELAWARE,DVN,22-JUL-17 01:21:00,CST-6,22-JUL-17 04:21:00,0,0,0,0,1.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,NNW,BACKBONE STATE PARK,0,NNW,BACKBONE STATE PARK,42.6329,-91.5535,42.6265,-91.5531,Another round of convective storms fired along a stalled boundary and lasted overnight resulting in a major heavy rain and flooding event from 3 to over 8 inches of rain falling.  Some storms become severe with damaging winds over 60 mph and isolated large hail.,Local law enforcement reported a road was washed out.,CSV
201707,11,615,201707,11,615,119139,715525,ILLINOIS,17,2017,July,Thunderstorm Wind,C,187,WARREN,DVN,11-JUL-17 06:15:00,CST-6,11-JUL-17 06:15:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.00,EG,,,,,,,,,,0,N,SMITHSHIRE,0,N,SMITHSHIRE,40.8,-90.78,40.8,-90.78,"A stalled boundary produced rounds of severe storms with very heavy rain, numerous reports of damaging winds of 60 to 75 mph, several large hail events, and a brief tornado. This event started overnight and lasted into the late evening hours.",Local law enforcement reported several tree branches were down.,CSV
201707,11,2350,201707,11,2350,119139,715529,ILLINOIS,17,2017,July,Thunderstorm Wind,C,85,JO DAVIESS,DVN,11-JUL-17 23:50:00,CST-6,11-JUL-17 23:50:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.00,EG,,,,,,,,,,1,NW,EAST DUBUQUE,1,NW,EAST DUBUQUE,42.49,-90.64,42.49,-90.64,"A stalled boundary produced rounds of severe storms with very heavy rain, numerous reports of damaging winds of 60 to 75 mph, several large hail events, and a brief tornado. This event started overnight and lasted into the late evening hours.",Local law enforcement reported trees were down in the east Dubuque area.,CSV
201707,19,1825,201707,19,1825,119140,715530,ILLINOIS,17,2017,July,Thunderstorm Wind,C,85,JO DAVIESS,DVN,19-JUL-17 18:25:00,CST-6,19-JUL-17 18:25:00,0,0,0,0,0.00K,0.00K,Trained Spotter,50.00,EG,,,,,,,,,,1,N,NORA,1,N,NORA,42.46,-89.93,42.46,-89.93,"Severe thunderstorms tracked into northwest Illinois in the evening from Minnesota, Wisconsin and northern Iowa. Several reports of downed trees and winds up to 70 mph were seen with these storms.",A trained spotter reported a 1 foot in diameter silver maple tree branch was downed by the storm.,CSV
201707,28,1819,201707,28,2200,117398,715849,PENNSYLVANIA,42,2017,July,Flash Flood,C,51,FAYETTE,PBZ,28-JUL-17 18:19:00,EST-5,28-JUL-17 22:00:00,0,0,0,0,1.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,1,ENE,RUBLE MILL,1,S,HADENTOWN,39.7832,-79.7867,39.7911,-79.781,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",The public reported Ondrejko Rd flooded and impassable. Residents along the road are moving to higher ground.,CSV
201707,28,1940,201707,29,500,117398,715850,PENNSYLVANIA,42,2017,July,Flash Flood,C,51,FAYETTE,PBZ,28-JUL-17 19:40:00,EST-5,29-JUL-17 05:00:00,0,0,0,0,20.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,0,ENE,SOUTH UNIONTOWN,0,W,LEITH,39.9006,-79.7262,39.9,-79.7226,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",State official reported eleven residents from S Gallatin Ave and 78 residents from the Marshall Manor high rise on E Main St were evacuated to the community room.,CSV
201707,28,2003,201707,29,0,117398,715855,PENNSYLVANIA,42,2017,July,Flash Flood,C,3,ALLEGHENY,PBZ,28-JUL-17 20:03:00,EST-5,29-JUL-17 00:00:00,0,0,0,0,1.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,1,WSW,ROOK,1,W,ROOK,40.3974,-80.0833,40.399,-80.0814,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",Local 911 reported washington Ave under water between Boden Ave and the Patete Custom Kitchens Store.,CSV
201704,30,930,201704,30,1100,115361,693772,ARKANSAS,5,2017,April,Flash Flood,C,31,CRAIGHEAD,MEG,30-APR-17 09:30:00,CST-6,30-APR-17 11:00:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1,WSW,GLENDALE,1,WNW,(JBR)JONESBORO MUNI,35.8476,-90.6631,35.8391,-90.6706,A passing upper level disturbance and cold front generated numerous severe thunderstorms across the Midsouth starting in the evening hours of April 29th through the early afternoon hours of April 30th. All severe threats were observed with the event.,Water rushing over Aggie Lane and Red Wolf intersection.,CSV
201706,14,1500,201706,14,1500,115604,694477,ILLINOIS,17,2017,June,Thunderstorm Wind,C,11,BUREAU,DVN,14-JUN-17 15:00:00,CST-6,14-JUN-17 15:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,56.00,EG,,,,,,,,,,1,N,OTTVILLE,1,N,OTTVILLE,41.36,-89.27,41.36,-89.27,"A hot a humid air mass led to scattered thunderstorms the morning and afternoon of June 14th, 2017. The scattered thunderstorms brought heavy rain rates, and spotty severe weather reports across eastern Iowa, northwest Illinois, and northeast Missouri. The most significant severe weather occurred late in the afternoon, as storms moved east across Bureau and Putnam Counties into La Salle County.",Trees and power lines were blown down. The time was estimated from radar data.,CSV
201706,15,2002,201706,15,2002,115613,694428,IOWA,19,2017,June,Hail,C,11,BENTON,DVN,15-JUN-17 20:02:00,CST-6,15-JUN-17 20:02:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,1,NE,ATKINS,1,NE,ATKINS,41.99,-91.86,41.99,-91.86,"After an early morning round of dissipating thunderstorms that brought gusty winds, late afternoon storms formed over eastern Iowa and northwest Illinois. These storms produced numerous hail reports, and eventually produced damaging winds in the late evening hours as they moved into Illinois.",,CSV
201707,28,2323,201707,29,400,117398,715861,PENNSYLVANIA,42,2017,July,Flash Flood,C,129,WESTMORELAND,PBZ,28-JUL-17 23:23:00,EST-5,29-JUL-17 04:00:00,0,0,0,0,10.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,1,S,NEW KENSINGTON,0,S,NEW KENSINGTON,40.5618,-79.7692,40.5654,-79.7706,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",Local 911 reported Industrial Blvd at 7th St is underwater with the sewers overflowing. Roadway is also flooded at 205 9th St in New Kensington.,CSV
201707,28,2311,201707,29,200,117398,715862,PENNSYLVANIA,42,2017,July,Flash Flood,C,129,WESTMORELAND,PBZ,28-JUL-17 23:11:00,EST-5,29-JUL-17 02:00:00,0,0,0,0,2.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,1,ESE,WEINEL XRDS,1,E,WEINEL XRDS,40.6169,-79.6213,40.6192,-79.6164,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.","Local 911 call center reported Flooding at 1199 Leechburg Rd, the intersection of Leechburg Rd and Puckety Church Rd.",CSV
201707,10,1941,201707,10,2041,119138,716085,ILLINOIS,17,2017,July,Flash Flood,C,187,WARREN,DVN,10-JUL-17 19:41:00,CST-6,10-JUL-17 20:41:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,6,SSE,GREENBUSH,6,SSE,GREENBUSH,40.6447,-90.4668,40.64,-90.467,"A stalled boundary produced a couple of rounds of severe storms from the early morning lasting into the afternoon with very heavy rain producing flash flooding, several reports of damaging winds of 60 to 70 mph, and isolated, large hail.",Local law enforcement reported a gravel road was closed at the intersection of 170th street and 10th avenue.,CSV
201707,10,2009,201707,10,2109,119138,716087,ILLINOIS,17,2017,July,Flash Flood,C,67,HANCOCK,DVN,10-JUL-17 20:09:00,CST-6,10-JUL-17 21:09:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,5,N,HAMILTON,5,N,HAMILTON,40.4741,-91.36,40.4698,-91.3612,"A stalled boundary produced a couple of rounds of severe storms from the early morning lasting into the afternoon with very heavy rain producing flash flooding, several reports of damaging winds of 60 to 70 mph, and isolated, large hail.",Local law enforcement reported 6 inches of water blocking the northbound lane of traffic on Highway 96. Traffic was being diverted into the southbound lane.,CSV
201707,7,1450,201707,7,1450,119303,716400,PENNSYLVANIA,42,2017,July,Thunderstorm Wind,C,51,FAYETTE,PBZ,07-JUL-17 14:50:00,EST-5,07-JUL-17 14:50:00,0,0,0,0,2.50K,0.00K,State Official,50.00,EG,,,,,,,,,,1,SW,HIGHHOUSE,1,SW,HIGHHOUSE,39.86,-79.84,39.86,-79.84,"Approaching shortwave trough and cold front helped to develop a mesoscale convective system, that dropped southward across the upper Ohio Valley in the afternoon of the 7th. There were several reports of wind damage, mainly to trees across eastern Ohio and southwestern Pennsylvania.",State official reported trees down.,CSV
201707,7,1454,201707,7,1454,119303,716401,PENNSYLVANIA,42,2017,July,Thunderstorm Wind,C,51,FAYETTE,PBZ,07-JUL-17 14:54:00,EST-5,07-JUL-17 14:54:00,0,0,0,0,2.50K,0.00K,State Official,50.00,EG,,,,,,,,,,1,SE,CHADVILLE,1,SE,CHADVILLE,39.86,-79.76,39.86,-79.76,"Approaching shortwave trough and cold front helped to develop a mesoscale convective system, that dropped southward across the upper Ohio Valley in the afternoon of the 7th. There were several reports of wind damage, mainly to trees across eastern Ohio and southwestern Pennsylvania.",State official reported trees down.,CSV
201707,7,1458,201707,7,1458,119303,716402,PENNSYLVANIA,42,2017,July,Thunderstorm Wind,C,51,FAYETTE,PBZ,07-JUL-17 14:58:00,EST-5,07-JUL-17 14:58:00,0,0,0,0,2.50K,0.00K,State Official,50.00,EG,,,,,,,,,,1,SE,BROWNFIELD,1,SE,BROWNFIELD,39.84,-79.72,39.84,-79.72,"Approaching shortwave trough and cold front helped to develop a mesoscale convective system, that dropped southward across the upper Ohio Valley in the afternoon of the 7th. There were several reports of wind damage, mainly to trees across eastern Ohio and southwestern Pennsylvania.",State official reported trees down.,CSV
201707,7,1531,201707,7,1531,119304,716403,MARYLAND,24,2017,July,Thunderstorm Wind,C,23,GARRETT,PBZ,07-JUL-17 15:31:00,EST-5,07-JUL-17 15:31:00,0,0,0,0,2.00K,0.00K,Fire Department/Rescue,50.00,EG,,,,,,,,,,1,SSW,SELBEYSPORT,1,SSW,SELBEYSPORT,39.66,-79.39,39.66,-79.39,"Approaching shortwave trough and cold front helped to develop a mesoscale convective system, that dropped southward across the upper Ohio Valley in the afternoon of the 7th. There were several reports of wind damage, mainly to trees across eastern Ohio and southwestern Pennsylvania.",Local fire department reported a large tree down on a power line.,CSV
201707,7,1605,201707,7,1605,119305,716404,WEST VIRGINIA,54,2017,July,Thunderstorm Wind,C,49,MARION,PBZ,07-JUL-17 16:05:00,EST-5,07-JUL-17 16:05:00,0,0,0,0,10.00K,0.00K,Emergency Manager,50.00,EG,,,,,,,,,,1,N,GASTON JCT,1,N,GASTON JCT,39.48,-80.15,39.48,-80.15,"Approaching shortwave trough and cold front helped to develop a mesoscale convective system, that dropped southward across the upper Ohio Valley in the afternoon of the 7th. There were several reports of wind damage, mainly to trees across eastern Ohio and southwestern Pennsylvania.",Emergency manager reported numerous trees and power lines down across the town of Fairmont and in the vicinity of Fairmont University.,CSV
201707,10,1412,201707,10,1412,119306,716405,OHIO,39,2017,July,Thunderstorm Wind,C,29,COLUMBIANA,PBZ,10-JUL-17 14:12:00,EST-5,10-JUL-17 14:12:00,0,0,0,0,2.50K,0.00K,State Official,50.00,EG,,,,,,,,,,2,E,NEW GARDEN,2,E,NEW GARDEN,40.8,-80.89,40.8,-80.89,"Shortwave digging through an upper trough helped to develop two convective systems that crossed the upper Ohio Valley on the 10th. Moderate instability and shear provided for intensification of the second system over central and eastern Ohio but both produced scattered reports of wind damage. An EF-0 tornado was also confirmed in Beaver county, Pennsylvania that then continued into Butler county.",State official reported trees down.,CSV
201707,29,919,201707,29,1230,117398,717137,PENNSYLVANIA,42,2017,July,Flood,C,59,GREENE,PBZ,29-JUL-17 09:19:00,EST-5,29-JUL-17 12:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1,E,JEFFERSON,1,ESE,JEFFERSON,39.93,-80.06,39.927,-80.0588,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.",Emergency manager reported that the road was raising from a sink hole on Pine and Smithfield streets. The area is flooded.,CSV
201706,14,1459,201706,14,1459,115604,694476,ILLINOIS,17,2017,June,Thunderstorm Wind,C,11,BUREAU,DVN,14-JUN-17 14:59:00,CST-6,14-JUN-17 14:59:00,0,0,0,0,0.00K,0.00K,Emergency Manager,56.00,EG,,,,,,,,,,1,NE,BUREAU,1,NE,BUREAU,41.29,-89.36,41.29,-89.36,"A hot a humid air mass led to scattered thunderstorms the morning and afternoon of June 14th, 2017. The scattered thunderstorms brought heavy rain rates, and spotty severe weather reports across eastern Iowa, northwest Illinois, and northeast Missouri. The most significant severe weather occurred late in the afternoon, as storms moved east across Bureau and Putnam Counties into La Salle County.",Trees and power lines were blown down. The time was estimated from radar data.,CSV
201706,14,1506,201706,14,1506,115604,694478,ILLINOIS,17,2017,June,Thunderstorm Wind,C,11,BUREAU,DVN,14-JUN-17 15:06:00,CST-6,14-JUN-17 15:06:00,0,0,0,0,0.00K,0.00K,Emergency Manager,56.00,EG,,,,,,,,,,0,N,LA MOILLE,0,N,LA MOILLE,41.53,-89.28,41.53,-89.28,"A hot a humid air mass led to scattered thunderstorms the morning and afternoon of June 14th, 2017. The scattered thunderstorms brought heavy rain rates, and spotty severe weather reports across eastern Iowa, northwest Illinois, and northeast Missouri. The most significant severe weather occurred late in the afternoon, as storms moved east across Bureau and Putnam Counties into La Salle County.",Trees and power lines were blown down. The time was estimated from radar data.,CSV
201706,14,1507,201706,14,1507,115604,694479,ILLINOIS,17,2017,June,Thunderstorm Wind,C,11,BUREAU,DVN,14-JUN-17 15:07:00,CST-6,14-JUN-17 15:07:00,0,0,0,0,0.00K,0.00K,Trained Spotter,56.00,EG,,,,,,,,,,2,NW,ARLINGTON,2,NW,ARLINGTON,41.49,-89.28,41.49,-89.28,"A hot a humid air mass led to scattered thunderstorms the morning and afternoon of June 14th, 2017. The scattered thunderstorms brought heavy rain rates, and spotty severe weather reports across eastern Iowa, northwest Illinois, and northeast Missouri. The most significant severe weather occurred late in the afternoon, as storms moved east across Bureau and Putnam Counties into La Salle County.",A large tree was reported down at the intersection of US Highway 34 and Illinois 89.,CSV
201707,19,1848,201707,19,1848,119140,715534,ILLINOIS,17,2017,July,Thunderstorm Wind,C,177,STEPHENSON,DVN,19-JUL-17 18:48:00,CST-6,19-JUL-17 18:48:00,0,0,0,0,0.00K,0.00K,Trained Spotter,50.00,EG,,,,,,,,,,1,NE,FREEPORT,1,NE,FREEPORT,42.29,-89.61,42.29,-89.61,"Severe thunderstorms tracked into northwest Illinois in the evening from Minnesota, Wisconsin and northern Iowa. Several reports of downed trees and winds up to 70 mph were seen with these storms.",A trained spotter reported tree limbs down and power was out in the south portion of Freeport.  Winds were estimated at 60 mph.,CSV
201707,26,1706,201707,26,1710,119238,716031,IOWA,19,2017,July,Tornado,C,45,CLINTON,DVN,26-JUL-17 17:06:00,CST-6,26-JUL-17 17:10:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,1.25,25,,,,,2,SSW,DEWITT,2,SSE,DEWITT,41.7974,-90.5592,41.799,-90.5346,"A cool front produced an area of showers and thunderstorms producing heavy rain, gusty winds and small hail.  One storm produced a brief tornado.","Tornado was rated EF-0 based on video evidence with peak winds of 65 mph, a path length of 1.25 miles, with a max path width 25 yards.  The tornado damaged trees and a swing set.",CSV
201707,11,1825,201707,11,1825,119102,715278,IOWA,19,2017,July,Hail,C,103,JOHNSON,DVN,11-JUL-17 18:25:00,CST-6,11-JUL-17 18:25:00,0,0,0,0,0.00K,0.00K,Emergency Manager,0.75,,,,,,,,,,,1,SE,IOWA CITY,1,SE,IOWA CITY,41.66,-91.54,41.66,-91.54,"A stalled boundary produced rounds of severe storms with very heavy rain, numerous reports of damaging winds of 60 to 75 mph, several large hail events, and a brief tornado. This event started in the afternoon and lasted into the evening hours and overnight.",The county emergency manager reported pea to dime sized hail on the east side of Iowa City at 7th and Muscatine Avenue.,CSV
201707,23,2107,201707,23,2300,119457,716995,PENNSYLVANIA,42,2017,July,Flash Flood,C,129,WESTMORELAND,PBZ,23-JUL-17 21:07:00,EST-5,23-JUL-17 23:00:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,1,E,SMITHTON,0,ENE,SMITHTON,40.15,-79.74,40.1509,-79.7451,A quasi-stationary front and upper level divergence became the focus for showers and thunderstorms across the region late on the 23rd through the early morning hours of the 24th. Outflow from those storms lead to a propagation and training of storms across and around Interstates 70 and 80.,State official reported flooding on Route 981.,CSV
201707,23,1845,201707,23,2230,119458,716981,OHIO,39,2017,July,Flash Flood,C,157,TUSCARAWAS,PBZ,23-JUL-17 18:45:00,EST-5,23-JUL-17 22:30:00,0,0,0,0,10.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,E,NEW PHILADELPHIA,1,NNW,NEW PHILADELPHIA,40.5009,-81.4379,40.5091,-81.4571,A quasi-stationary front and upper level divergence became the focus for showers and thunderstorms across the region late on the 23rd through the early morning hours of the 24th. Outflow from those storms lead to a propagation and training of storms across and around Interstates 70 and 80.,"Local law enforcement reported major street and road flooding in York, Warren, and Goshen townships.",CSV
201707,23,2047,201707,23,2300,119458,716983,OHIO,39,2017,July,Flash Flood,C,13,BELMONT,PBZ,23-JUL-17 20:47:00,EST-5,23-JUL-17 23:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,Heavy Rain,,,,,,,,,1,W,DILLES BOTTOM,1,WSW,SHADYSIDE,39.9213,-80.8039,39.9662,-80.7658,A quasi-stationary front and upper level divergence became the focus for showers and thunderstorms across the region late on the 23rd through the early morning hours of the 24th. Outflow from those storms lead to a propagation and training of storms across and around Interstates 70 and 80.,"Social media reports indicated that Pipe Creek and Wegee Creek Roads were flooded, with part of Pipe Creek Road impassable.",CSV
201707,28,2122,201707,29,400,119292,716330,OHIO,39,2017,July,Flash Flood,C,13,BELMONT,PBZ,28-JUL-17 21:22:00,EST-5,29-JUL-17 04:00:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,0,WSW,SHADYSIDE,0,SW,SHADYSIDE,39.9684,-80.7536,39.9668,-80.7551,"Unusually strong upper low for July dropped from the Great Lakes into western PA.  A trowal/deformation zone set up over most of the area outside of southeast Ohio, producing torrential rainfall.  Storm totals of 2 to 5 inches were common, with isolated higher totals over West Virginia. Hardest hit areas included Washington County, PA and Marion County, WV.  Wheeling and Hundred WV also had major issues. Several water rescues took place in the aforementioned counties with disaster declarations in the city of Uniontown in Fayette county, PA and a federal disaster declaration in for most of northern West Virginia. Damage estimates for West Virginia alone approached $6 million dollars.","Numerous roads flooded and closed. These include Central Ave, 48th, and 47th St.",CSV
