BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201608,14,1844,201608,14,1844,108396,649283,MARYLAND,24,2016,August,Thunderstorm Wind,C,31,MONTGOMERY,LWX,14-AUG-16 18:44:00,EST-5,14-AUG-16 18:44:00,0,0,0,0,,,Mesonet,58.00,MG,,,,,,,,,,1,W,NEELSVILLE,1,W,NEELSVILLE,39.2006,-77.2631,39.2006,-77.2631,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A gust of 67 mph was reported.,CSV
201608,5,830,201608,5,1115,107996,647017,ARIZONA,4,2016,August,Flash Flood,C,13,MARICOPA,PSR,05-AUG-16 08:30:00,MST-7,05-AUG-16 11:15:00,0,0,0,0,20.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,2,W,SCOTTSDALE MUNI,4,ESE,SCOTTSDALE MUNI,33.6186,-111.9514,33.5969,-111.8484,"Scattered to numerous thunderstorms developed across the greater Phoenix metropolitan area during the morning hours on August 5th and due to high levels of moisture in the atmosphere, the storms quickly generated very heavy rains. Some of the heaviest rains affected the northeastern portion of the greater Phoenix area including communities such as Paradise Valley, Carefree, Cave Creek and Scottsdale. A variety of mesonet weather stations recorded morning rainfall totals ranging from 1.5 inches to over 2.6 inches, and the excessive rain led to episodes of flooding and flash flooding. A number of roads were closed due to flooding and in one case a U-Haul truck was stuck in flood waters. Flash Flood and Areal Flood Warnings were issued due to the heavy rains.","Scattered thunderstorms developed across the northeast portion of the greater Phoenix metropolitan area during the morning hours on August 5th, and the stronger storms produced locally heavy rains with peak rain rates well in excess of 2 inches per hour. The heavy rain led to episodes of flash flooding over portions of north Scottsdale which resulted in a number of road closures. According to a trained weather spotter in north Scottsdale, 1 inch of rain fell in 20 minutes ending at 0931MST and this resulted road closures at Hayden Loop and Frank Lloyd Wright roadway due to flooding. In addition, the center lane of Frank Lloyd Wright road at the Scottsdale airport was flooded. Finally, the right line of Northsight Boulevard at Frank Lloyd Wright road became flooded due to the intense and heavy rains.",CSV
201608,5,830,201608,5,1100,107996,647018,ARIZONA,4,2016,August,Heavy Rain,C,13,MARICOPA,PSR,05-AUG-16 08:30:00,MST-7,05-AUG-16 11:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,4,ESE,PHOENIX DEER VLY ARP,4,ESE,PHOENIX DEER VLY ARP,33.67,-112.02,33.67,-112.02,"Scattered to numerous thunderstorms developed across the greater Phoenix metropolitan area during the morning hours on August 5th and due to high levels of moisture in the atmosphere, the storms quickly generated very heavy rains. Some of the heaviest rains affected the northeastern portion of the greater Phoenix area including communities such as Paradise Valley, Carefree, Cave Creek and Scottsdale. A variety of mesonet weather stations recorded morning rainfall totals ranging from 1.5 inches to over 2.6 inches, and the excessive rain led to episodes of flooding and flash flooding. A number of roads were closed due to flooding and in one case a U-Haul truck was stuck in flood waters. Flash Flood and Areal Flood Warnings were issued due to the heavy rains.","Thunderstorms with locally heavy rain developed across the northeast portion of the greater Phoenix metropolitan area during the morning hours on August 5th. Some of the heaviest rain fell across portions of north Scottsdale and areas east of Deer Valley. A mesonet station 5 miles east of Deer Valley measured 1.54 inches of rain as a storm total ending at 1100MST. Earlier in the same area, a trained weather spotter reported curb-to-curb flooding located about one quarter mile south of the intersection of Cave Creek Road and Union Hills Road. The flooding occurred at 0906MST.",CSV
201608,9,1100,201608,9,1200,108025,647197,ARIZONA,4,2016,August,Dust Storm,Z,28,CENTRAL DESERTS,PSR,09-AUG-16 11:00:00,MST-7,09-AUG-16 12:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"During the late morning hours on August 9th, thunderstorms developed over portions of the greater Phoenix area, including the community of Apache Junction. The stronger storms generated gusty outflow winds in excess of 40 mph which overspread much of the greater Phoenix area as well as the central deserts to the south and east of Phoenix. The strong wind picked up significant amounts of dust and dirt and created dust storm conditions resulting in sharply reduced visibility below one quarter of a mile. Multiple trained weather spotters reported visibility at or below one quarter of a mile in a  dust storm and a Dust Storm Warning was issued for the the south central deserts beginning at 1115MST and continuing through noon. Fortunately no serious accidents or injuries occurred due to the dense blowing dust.","Thunderstorms developed over the eastern portion of the greater Phoenix metropolitan area, including the community of Apache Junction, during the late morning hours on August 9th. The storms generated gusty winds in excess of 40 mph which spread south and across the central deserts, generating dense blowing dust with visibility falling below one quarter of a mile in some locations. At 1109MST, local law enforcement reported a dust storm 3 miles southwest of the town of Santan. They reported one quarter of a mile visibility in blowing dust along Interstate 10 between mileposts 169 and 200. A Dust Storm Warning was issued for the area starting at 1115MST and persisting until 1200MST.",CSV
201608,19,2200,201608,19,2345,108082,647600,ARIZONA,4,2016,August,Dust Storm,Z,26,SOUTHWEST DESERTS,PSR,19-AUG-16 22:00:00,MST-7,19-AUG-16 23:45:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Thunderstorms developed across portions of southwest Arizona during the late evening hours on August 19th and the stronger storms generated gusty outflow winds that reached as high as 40 mph. The gusty winds spread east and impacted the Interstate 8 corridor, including communities such as Tacna and Wellton. The winds stirred up significant amounts of dust and sand and created dust storm conditions that persisted until nearly midnight. Local law enforcement reported zero visibility in the town of Wellton due to the dust storm. Fortunately, no accidents or injuries were reported.","Thunderstorms developed across portions of the southwest deserts during the late evening hours on August 19th, the stronger storms generated gusty outflow winds that reached as high as 40 mph. The gusty wind picked up large amounts of dust and generated sharply reduced visibility that spread westward along the Interstate 8 corridor towards Yuma. According to local law enforcement, at 2220MST visibility dropped to zero miles in the town of Wellton due to a dust storm. At 2221MST a Dust Storm Warning was issued as a result and it remained in effect through midnight. No accidents or injuries were reported due to the dust storm.",CSV
201608,20,1830,201608,20,1830,108092,647644,ARIZONA,4,2016,August,Thunderstorm Wind,C,13,MARICOPA,PSR,20-AUG-16 18:30:00,MST-7,20-AUG-16 18:30:00,0,0,0,0,2.00K,0.00K,Public,52.00,EG,,,,,,,,,,2,W,SUNNYSLOPE,2,W,SUNNYSLOPE,33.58,-112.12,33.58,-112.12,"Thunderstorms developed across the greater Phoenix metropolitan area during the evening hours on August 20th, and some of the stronger storms generated gusty and damaging outflow winds that were estimated to be in excess of 50 mph. The winds were strong enough to down a large tree in the town of Glendale. Large hail was also reported from a thunderstorm in the town of Deer Valley. Severe Thunderstorm Warnings were issued for the Phoenix area during the evening due to the strong and damaging winds that occurred.","Thunderstorms developed across portions of the greater Phoenix metropolitan area during the evening hours on August 20th, and the stronger storms generated gusty and damaging outflow winds which impacted the town of Glendale. According to a report from the public, at 1830MST strong outflow winds downed a large tree near a hotel located about 5 miles northeast of Glendale and near the MetroCenter Mall just west of Interstate 17. The winds were estimated to be at least 60 mph in strength. The downed tree was reported by staff at the hotel.",CSV
201608,20,1830,201608,20,1830,108092,647645,ARIZONA,4,2016,August,Hail,C,13,MARICOPA,PSR,20-AUG-16 18:30:00,MST-7,20-AUG-16 18:30:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,3,W,PHOENIX DEER VLY ARP,3,W,PHOENIX DEER VLY ARP,33.68,-112.13,33.68,-112.13,"Thunderstorms developed across the greater Phoenix metropolitan area during the evening hours on August 20th, and some of the stronger storms generated gusty and damaging outflow winds that were estimated to be in excess of 50 mph. The winds were strong enough to down a large tree in the town of Glendale. Large hail was also reported from a thunderstorm in the town of Deer Valley. Severe Thunderstorm Warnings were issued for the Phoenix area during the evening due to the strong and damaging winds that occurred.","Thunderstorms developed across portions of the greater Phoenix metropolitan area during the late afternoon hours on August 20th and one of the stronger storms over Deer Valley produced large hail. According to a report from the public, at 1830MST hail with a diameter of 0.75 inches fell about 3 miles west of Phoenix Deer Valley airport. The hail was reported via a picture on social media.",CSV
201608,13,1200,201608,13,2000,109684,656174,MARYLAND,24,2016,August,Heat,Z,503,NORTHWEST MONTGOMERY,LWX,13-AUG-16 12:00:00,EST-5,13-AUG-16 20:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,A southerly flow around high pressure ushered in unseasonably hot and humid conditions.,Heat indices around 105 degrees were estimated based on observations nearby.,CSV
201608,13,1200,201608,13,2000,109684,656175,MARYLAND,24,2016,August,Heat,Z,505,NORTHWEST HOWARD,LWX,13-AUG-16 12:00:00,EST-5,13-AUG-16 20:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,A southerly flow around high pressure ushered in unseasonably hot and humid conditions.,Heat indices around 105 degrees were estimated based on observations nearby.,CSV
201607,29,1843,201607,29,1843,107779,645891,ARIZONA,4,2016,July,Thunderstorm Wind,C,7,GILA,PSR,29-JUL-16 18:43:00,MST-7,29-JUL-16 18:43:00,0,0,0,0,0.00K,0.00K,Mesonet,52.00,MG,,,,,,,,,,2,SSE,ROOSEVELT,2,SSE,ROOSEVELT,33.64,-111.12,33.64,-111.12,"Thunderstorms developed across the higher terrain of central and eastern Arizona during the afternoon hours on July 29th, and the storms then propagated towards the southwest and into the lower central deserts during the early evening hours. As the storms moved across the higher terrain areas of southern Gila County they generated some strong and gusty outflow winds. Local mesonet weather stations measured the winds to be in excess of 60 mph. Some of the stronger winds moved across the Roosevelt Lake area.","Strong thunderstorms moved across the higher terrain of southern Gila County during the early evening hours on July 29th. Some of the storms produced gusty outflow winds measured to be at least as high as 60 mph. At 1843MST, a mesonet weather station 2 miles southeast of the town of Roosevelt measured a gust at 60 mph.",CSV
201608,15,1445,201608,15,1600,108037,647597,ARIZONA,4,2016,August,Dust Storm,Z,21,WEST CENTRAL DESERTS,PSR,15-AUG-16 14:45:00,MST-7,15-AUG-16 16:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Thunderstorms developed across the west central deserts during the afternoon hours and the stronger storms produced gusty outflow winds that reached up to 40 mph. The gusty winds stirred up dust and dirt from the desert floor and created sharply reduced visibility and dust storm conditions. The most significant blowing dust occurred over central La Paz county, along the Interstate 10 and Highway 60 corridors and resulted in the closure of Interstate 10 near milepost 44. A Dust Storm Warning was not issued, instead a Blowing Dust Advisory was issued due to the low areal coverage of the dense blowing dust.","Thunderstorms developed across portions of the west central deserts during the afternoon hours on August 15th, and the stronger storms generated gusty outflow winds in excess of 40 mph. The gusty winds stirred up significant amounts of dust, leading to dust storm conditions that affected motorists on the Interstate 10 corridor east of Brenda. At 1455MST the Arizona Department of Transportation and a trained weather spotter reported a dust storm about 7 miles southwest of Vicksburg Junction. The dense blowing dust resulted in Interstate 10 being closed in both directions at milepost 44. Shortly afterward, a Blowing Dust Advisory was issued for the area and it remained in effect through 1600MST. No accidents were reported due to the dust storm.",CSV
201608,19,1600,201608,19,1600,108080,647598,ARIZONA,4,2016,August,Thunderstorm Wind,C,27,YUMA,PSR,19-AUG-16 16:00:00,MST-7,19-AUG-16 16:00:00,0,0,0,0,10.00K,0.00K,Law Enforcement,52.00,EG,,,,,,,,,,1,W,WELLTON,1,W,WELLTON,32.67,-114.15,32.67,-114.15,"Thunderstorms developed across the far southwest deserts during the afternoon hours on August 19th, and some of the stronger storms generated gusty outflow winds estimated to be in excess of 60 mph. The gusty outflow winds impacted the town of Wellton, located to the east of Yuma along the Interstate 8 corridor. The strong winds downed a number of power lines and led to a power outage in town. No injuries were reported due to the downed power lines.","Strong thunderstorms developed across the southwest deserts during the afternoon hours on August 19th, and the stronger storms generated gusty and damaging outflow winds that impacted the town of Wellton on the Interstate 8 corridor east of Yuma. At 1600MST, local law enforcement reported that multiple power lines were down in the town of Wellton, and a power outage resulted due to the downed lines. No injuries were reported. Peak wind gusts were estimated to be at least as high as 60 mph.",CSV
201608,14,1901,201608,14,1901,108396,649274,MARYLAND,24,2016,August,Thunderstorm Wind,C,27,HOWARD,LWX,14-AUG-16 19:01:00,EST-5,14-AUG-16 19:01:00,0,0,0,0,,,911 Call Center,52.00,EG,,,,,,,,,,1,SSE,PINE ORCHARD,1,SSE,PINE ORCHARD,39.2674,-76.8632,39.2674,-76.8632,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",Trees were down on Centennial Lane near Breconshire Road.,CSV
201608,13,1000,201608,13,1800,107880,654348,NEW YORK,36,2016,August,Heat,Z,53,WESTERN RENSSELAER,ALY,13-AUG-16 10:00:00,EST-5,13-AUG-16 18:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"On the morning of Saturday, August 13th, a warm front lifted northward across the region.  This allowed a very warm and excessively humid air mass to be in place over the area.  As temperatures rose through the 80s and into the 90s, dewpoints were unusually high in the mid to upper 70s.  By the afternoon hours, this produced heat index values over 100 degrees in many valley areas, with some spots in the mid-Hudson Valley seeing heat index values approach 110 degrees.||At the same time, a surface cold front was approaching the area from the west.  Some clusters of thunderstorms developed in the early to mid afternoon hours across the Lake George-Saratoga Region, producing damage to trees and power lines.  In addition, one storm in the Lake George area contained a lightning strike, which injured multiple people huddled under a tree.||By the evening hours, a more organized line of thunderstorms moved from west to east across all of eastern Upstate New York.  This line produced widespread wind damage, with the most concentrated damage in the Pine Lake area of northwestern Fulton County. ||In addition to the gusty winds, the thunderstorms also produced a significant amount of cloud-to-ground lightning. Over 50,000 customers lost power at the height of the storms as a result of the gusty winds and lightning strikes.||Thunderstorms ended with the passage of the cold front during the overnight hours.",,CSV
201608,13,1000,201608,13,1800,107880,654349,NEW YORK,36,2016,August,Heat,Z,50,SOUTHERN SARATOGA,ALY,13-AUG-16 10:00:00,EST-5,13-AUG-16 18:00:00,0,0,0,0,,,ASOS,,,,,,,,,,,,,,,,,,,,,,"On the morning of Saturday, August 13th, a warm front lifted northward across the region.  This allowed a very warm and excessively humid air mass to be in place over the area.  As temperatures rose through the 80s and into the 90s, dewpoints were unusually high in the mid to upper 70s.  By the afternoon hours, this produced heat index values over 100 degrees in many valley areas, with some spots in the mid-Hudson Valley seeing heat index values approach 110 degrees.||At the same time, a surface cold front was approaching the area from the west.  Some clusters of thunderstorms developed in the early to mid afternoon hours across the Lake George-Saratoga Region, producing damage to trees and power lines.  In addition, one storm in the Lake George area contained a lightning strike, which injured multiple people huddled under a tree.||By the evening hours, a more organized line of thunderstorms moved from west to east across all of eastern Upstate New York.  This line produced widespread wind damage, with the most concentrated damage in the Pine Lake area of northwestern Fulton County. ||In addition to the gusty winds, the thunderstorms also produced a significant amount of cloud-to-ground lightning. Over 50,000 customers lost power at the height of the storms as a result of the gusty winds and lightning strikes.||Thunderstorms ended with the passage of the cold front during the overnight hours.",,CSV
201607,21,535,201607,21,542,108456,651601,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,241,BLACK RIVER TO ONTONAGON MI,MQT,21-JUL-16 05:35:00,EST-5,21-JUL-16 05:42:00,0,0,0,0,0.00K,0.00K,Emergency Manager,60.00,EG,,,,,,,,,,1,SE,ONTONAGON LIGHT,1,SE,ONTONAGON LIGHT,46.87,-89.32,46.87,-89.32,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,"The Ontonagon County emergency manager reported dozens of trees down in and around the village of Ontonagon, including several down on homes.  Power was out in the village for nearly 8 hours.",CSV
201607,21,604,201607,21,609,108456,651602,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,242,ONTONAGON TO UPPER ENTRANCE OF PORTAGE CANAL MI,MQT,21-JUL-16 06:04:00,EST-5,21-JUL-16 06:09:00,0,0,0,0,0.00K,0.00K,Trained Spotter,63.00,MG,,,,,,,,,,1,N,BEACON HILL,1,N,BEACON HILL,47.1381,-88.8183,47.1381,-88.8183,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The spotter at Freda measured a peak thunderstorm wind gust to 63 mph.,CSV
201607,18,1800,201607,18,1810,106146,637984,ARIZONA,4,2016,July,Thunderstorm Wind,C,13,MARICOPA,PSR,18-JUL-16 18:00:00,MST-7,18-JUL-16 18:10:00,0,0,0,0,5.00K,0.00K,Broadcast Media,52.00,EG,,,,,,,,,,0,N,(PHX)SKY HARBOR ARPT,0,N,(PHX)SKY HARBOR ARPT,33.43,-112.02,33.43,-112.02,"A well organized monsoonal circulation was in place across Arizona on the 18th, and plentiful moisture streamed northward across the central deserts. The combination of ample moisture and modest instability allowed isolated thunderstorms to develop in the greater Phoenix area during the late afternoon hours. Some of the stronger thunderstorms generated gusty and damaging winds, measured to be in excess of 60 mph. The strong wind gusts pulled the roof off of an apartment complex in central Phoenix; fortunately there were no injuries. Heavy rains also led to an isolated instance of flash flooding in central Phoenix which led to minor property damage to a gas station.","Isolated strong thunderstorms developed across the greater Phoenix metropolitan area during the late afternoon and early evening hours on July 18th. Some of the stronger storms affected central Phoenix and the area around Sky Harbor International Airport, bringing gusty and damaging winds estimated to be in excess of 60 mph. According to an article on the ABC15.com website, gusty winds blew down a cinder block wall at a home near 30th Street and Baseline Road. In the same neighborhood, the same strong winds blew down a second cinder block wall and also blew a street sign down the block. The warped sign ended up a block from its pole. No injuries were reported.",CSV
201607,18,1800,201607,18,2000,106146,637986,ARIZONA,4,2016,July,Flash Flood,C,13,MARICOPA,PSR,18-JUL-16 18:00:00,MST-7,18-JUL-16 20:00:00,0,0,0,0,30.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,4,SE,LAVEEN,3,NW,WEST CHANDLER,33.3259,-112.1127,33.3271,-111.9933,"A well organized monsoonal circulation was in place across Arizona on the 18th, and plentiful moisture streamed northward across the central deserts. The combination of ample moisture and modest instability allowed isolated thunderstorms to develop in the greater Phoenix area during the late afternoon hours. Some of the stronger thunderstorms generated gusty and damaging winds, measured to be in excess of 60 mph. The strong wind gusts pulled the roof off of an apartment complex in central Phoenix; fortunately there were no injuries. Heavy rains also led to an isolated instance of flash flooding in central Phoenix which led to minor property damage to a gas station.","Isolated strong thunderstorms developed across the central portion of the greater Phoenix metropolitan area during the late afternoon and early evening hours on July 18th. The storms produced very heavy rain and radar estimated that over one inch fell quickly around south Phoenix, leading to flash flooding. According to local broadcast media, at 1825MST,  heavy rain near 24th Street and Baseline Road led to significant street flooding as well as minor property damage to a local gas station. Another family in south Phoenix reported that water flowing down south Mountain knocked down the back wall to their property and rushed into and around their home leading to significant water damage at the home.",CSV
201608,14,1903,201608,14,1903,108396,649276,MARYLAND,24,2016,August,Thunderstorm Wind,C,27,HOWARD,LWX,14-AUG-16 19:03:00,EST-5,14-AUG-16 19:03:00,0,0,0,0,,,911 Call Center,52.00,EG,,,,,,,,,,0,NNE,PINE ORCHARD,0,NNE,PINE ORCHARD,39.2836,-76.8679,39.2836,-76.8679,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",Trees were down on Mullineaux Lane.,CSV
201608,14,1932,201608,14,1932,108396,649277,MARYLAND,24,2016,August,Thunderstorm Wind,C,5,BALTIMORE,LWX,14-AUG-16 19:32:00,EST-5,14-AUG-16 19:32:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,1,SE,STONELEIGH,1,SE,STONELEIGH,39.3627,-76.6132,39.3627,-76.6132,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A tree was down in the 5900 Block of Bellona Avenue.,CSV
201608,14,1934,201608,14,1934,108396,649278,MARYLAND,24,2016,August,Thunderstorm Wind,C,5,BALTIMORE,LWX,14-AUG-16 19:34:00,EST-5,14-AUG-16 19:34:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,2,E,STONELEIGH,2,E,STONELEIGH,39.3657,-76.5907,39.3657,-76.5907,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A tree was down on wires in the 1300 Block of Sherwood Avenue.,CSV
201608,14,1937,201608,14,1937,108396,649279,MARYLAND,24,2016,August,Thunderstorm Wind,C,5,BALTIMORE,LWX,14-AUG-16 19:37:00,EST-5,14-AUG-16 19:37:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,2,SSW,PARKVILLE,2,SSW,PARKVILLE,39.357,-76.559,39.357,-76.559,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A large tree was down near the intersection of White Avenue and Harford Road.,CSV
201608,14,1958,201608,14,1958,108396,649280,MARYLAND,24,2016,August,Thunderstorm Wind,C,5,BALTIMORE,LWX,14-AUG-16 19:58:00,EST-5,14-AUG-16 19:58:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,1,E,POPLAR,1,E,POPLAR,39.3512,-76.4364,39.3512,-76.4364,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A tree was down on wires along Wampler Road near Sapelo Road.,CSV
201608,14,2004,201608,14,2004,108396,649281,MARYLAND,24,2016,August,Thunderstorm Wind,C,25,HARFORD,LWX,14-AUG-16 20:04:00,EST-5,14-AUG-16 20:04:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,1,S,ABINGDON,1,S,ABINGDON,39.4553,-76.2671,39.4553,-76.2671,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A tree was blocking traffic near the intersection of Pulaski Highway and Abington Road.,CSV
201608,14,2009,201608,14,2009,108396,649282,MARYLAND,24,2016,August,Thunderstorm Wind,C,25,HARFORD,LWX,14-AUG-16 20:09:00,EST-5,14-AUG-16 20:09:00,0,0,0,0,0.00K,0.00K,911 Call Center,50.00,EG,,,,,,,,,,1,NE,OTTER PT,1,NE,OTTER PT,39.446,-76.2343,39.446,-76.2343,"A southwest flow caused hot and humid conditions over the area. Showers and thunderstorms developed, and some became severe due to the unstable atmosphere.",A tree and wires were down near Park Beach Drive and Clubhouse Road.,CSV
201608,9,1130,201608,9,1400,108027,647213,ARIZONA,4,2016,August,Flash Flood,C,13,MARICOPA,PSR,09-AUG-16 11:30:00,MST-7,09-AUG-16 14:00:00,0,0,0,0,5.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,ENE,ESTRELLA,4,NNE,ESTRELLA,33.0127,-112.3647,33.0524,-112.3805,"Thunderstorms developed across portions of south central Arizona during the late morning hours on August 9th, and some of the stronger storms produced locally heavy rainfall with peak rain rates reaching near 2 inches per hour. Some of the heavier rain occurred over the far eastern portion of the greater Phoenix area, in the areas between Apache Junction and Fountain Hills. The heavy rain resulted in episodes of street flooding as well as flash flooding and required the closure of a number of area roads. Multiple flood related products were issued including Flash Flood Warnings and Urban and Small Stream Flood Advisories. No reports of serious accidents or injuries were received due to the flash flooding.","Thunderstorms with locally heavy rain developed across portions of south central Arizona, including the greater Phoenix metropolitan area, during the late morning hours on August 9th. Peak rain rates with the stronger storms approached 2 inches per hour which led to episodes of street flooding and flash flooding across the central deserts. By the early afternoon, flash flooding had spread to areas southwest of the greater Phoenix area; at 1318MST the Arizona Department of Transportation indicated that flash flooding caused Highway 238 to become closed about 5 miles to the southwest of the town of Mobile. A Flash Flood Warning was not in effect for the area at the time of the flooding.",CSV
201608,10,2040,201608,10,2040,108031,647240,ARIZONA,4,2016,August,Thunderstorm Wind,C,13,MARICOPA,PSR,10-AUG-16 20:40:00,MST-7,10-AUG-16 20:40:00,0,0,0,0,15.00K,0.00K,Law Enforcement,56.00,EG,,,,,,,,,,1,W,BUCKEYE,1,W,BUCKEYE,33.37,-112.59,33.37,-112.59,"Thunderstorms developed across portions of south central Arizona, including the greater Phoenix metropolitan area, during the evening hours on August 10th. Due to high levels of moisture and instability in the atmosphere, some of the storms produced very heavy rainfall with peak rain rates in excess of 2 inches per hour. The heavy rain led to episodes of flooding across portions of the central deserts, including the community of Buckeye. The flooding led to the closure of various roads, including highway 238 just to the northwest of Ak-Chin Village. Isolated thunderstorms also generated gusty and damaging outflow wind in excess of 50 mph which caused damage to trees and power poles in the town of Buckeye. The flooding led to the issuance of Urban and Small Stream Flood Advisories but no Flash Flood Warnings.","Thunderstorms with gusty outflow winds developed across portions of the greater Phoenix metropolitan area during the evening hours on August 10th and some of the stronger storms affected the community of Buckeye. According to a report from local law enforcement, a thunderstorm 1 mile southeast of Buckeye produced microburst winds that downed one power pole as well as several trees. Wind gusts were estimated to be as high as 65 mph. The thunderstorm damage occurred near the intersection of Highway 85 and South Miller Road.",CSV
201608,10,2000,201608,10,2215,108031,647254,ARIZONA,4,2016,August,Flash Flood,C,21,PINAL,PSR,10-AUG-16 20:00:00,MST-7,10-AUG-16 22:15:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,9,WNW,LIRIM,9,WNW,LIRIM,33.0671,-112.1169,33.0907,-112.1138,"Thunderstorms developed across portions of south central Arizona, including the greater Phoenix metropolitan area, during the evening hours on August 10th. Due to high levels of moisture and instability in the atmosphere, some of the storms produced very heavy rainfall with peak rain rates in excess of 2 inches per hour. The heavy rain led to episodes of flooding across portions of the central deserts, including the community of Buckeye. The flooding led to the closure of various roads, including highway 238 just to the northwest of Ak-Chin Village. Isolated thunderstorms also generated gusty and damaging outflow wind in excess of 50 mph which caused damage to trees and power poles in the town of Buckeye. The flooding led to the issuance of Urban and Small Stream Flood Advisories but no Flash Flood Warnings.","Thunderstorms with locally heavy rain moved across the central and southeast portions of the greater Phoenix metropolitan area during the evening hours on August 10th and some of the storms generated intense rain with peak rain rates approaching 2 inches per hour. Heavy rain led to episodes of flooding and flash flooding over the central deserts. At 2030MST, the Arizona Department of Highways reported that Highway 238 was closed at milepost 40 due to flash flooding. This was approximately 4 miles to the northwest of Ak-Chin Village. A Flash Flood Warning was not in effect for the area at the time of the flooding. No accidents or injuries were reported.",CSV
